"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","cluster","db"
"34","positive regulation of mRNA catabolic process (GO:0061014)","3/23",0.00341915239775923,0.146728901551972,0,0,11.2005681818182,63.6008874123957,"AGO2;TOB1;TNRC6B","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"35","autophagosome maturation (GO:0097352)","3/23",0.00341915239775923,0.146728901551972,0,0,11.2005681818182,63.6008874123957,"VAMP8;STX17;EPG5","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"36","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)","3/23",0.00341915239775923,0.146728901551972,0,0,11.2005681818182,63.6008874123957,"AKAP6;ANK2;CACNA1C","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"37","central nervous system neuron axonogenesis (GO:0021955)","2/7",0.00356730534803258,0.146728901551972,0,0,29.7781132075472,167.827801472098,"CHRNB2;ARHGAP35","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"38","cellular response to histamine (GO:0071420)","2/7",0.00356730534803258,0.146728901551972,0,0,29.7781132075472,167.827801472098,"GABRB2;GABRB1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"39","camera-type eye development (GO:0043010)","3/24",0.00386941099181527,0.147509497078226,0,0,10.6666666666667,59.2496318082257,"CACNA1C;HES5;FBN1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"40","mammary gland development (GO:0030879)","3/24",0.00386941099181527,0.147509497078226,0,0,10.6666666666667,59.2496318082257,"ERBB4;TBX3;ARHGAP35","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"41","regulation of cardiac muscle cell action potential (GO:0098901)","3/24",0.00386941099181527,0.147509497078226,0,0,10.6666666666667,59.2496318082257,"AKAP9;ANK2;CACNA1C","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"42","barbed-end actin filament capping (GO:0051016)","2/8",0.00471462167225885,0.165609900868431,0,0,24.8138364779874,132.929871022272,"TWF1;ADD2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"43","aorta development (GO:0035904)","2/8",0.00471462167225885,0.165609900868431,0,0,24.8138364779874,132.929871022272,"JAG1;TBX2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"44","polyol transport (GO:0015791)","2/8",0.00471462167225885,0.165609900868431,0,0,24.8138364779874,132.929871022272,"PGAP1;SLC2A13","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"45","modulation of chemical synaptic transmission (GO:0050804)","5/82",0.00483202869815809,0.165609900868431,0,0,4.87161693268563,25.9778431171658,"CHRNB2;GRM2;CLSTN2;SYN3;GRM1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"46","regulation of cardiac muscle cell contraction (GO:0086004)","3/26",0.00487399580290968,0.165609900868431,0,0,9.73814229249012,51.8443230011533,"AKAP9;ANK2;CACNA1C","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"47","anterograde trans-synaptic signaling (GO:0098916)","9/240",0.00510173904757162,0.169659960241584,0,0,2.94503171247357,15.5443892474935,"CHRNB2;GABRB2;GRM2;GABRB1;AKAP9;KCNQ3;GRIN2B;CACNA1E;GRM1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"48","positive regulation of supramolecular fiber organization (GO:1902905)","5/84",0.00535123655740788,0.174249640400594,0,0,4.74780171997294,24.8330332150844,"GPX1;AKAP9;LMOD1;RPS3;PSEN1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"49","action potential (GO:0001508)","4/54",0.00582043834129994,0.177192916776125,0,0,5.98722433460076,30.8125297970903,"AKAP6;CACNA1C;SCN2A;CACNA1E","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"50","membrane fusion (GO:0061025)","4/54",0.00582043834129994,0.177192916776125,0,0,5.98722433460076,30.8125297970903,"DNM3;NAPB;UBXN2B;BAX","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"51","positive regulation of voltage-gated potassium channel activity (GO:1903818)","2/9",0.0060084610295167,0.177192916776125,0,0,21.2679245283019,108.77664247276,"AKAP6;LRRC55","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"52","embryonic forelimb morphogenesis (GO:0035115)","2/9",0.0060084610295167,0.177192916776125,0,0,21.2679245283019,108.77664247276,"CACNA1C;TBX3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"53","mitochondrial fragmentation involved in apoptotic process (GO:0043653)","2/9",0.0060084610295167,0.177192916776125,0,0,21.2679245283019,108.77664247276,"ERBB4;BAX","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"54","Notch signaling pathway (GO:0007219)","4/55",0.0062123154979627,0.179812020802143,0,0,5.86952956087378,29.8243803074142,"JAG1;MDK;PSEN1;HES5","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"55","divalent metal ion transport (GO:0070838)","5/88",0.00650584622106903,0.181814424779669,0,0,4.51807228915663,22.748738347993,"CHRNB2;TRPC5;CACNA1C;PSEN1;CACNA1E","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"56","positive regulation of cation channel activity (GO:2001259)","3/30",0.00731858517342867,0.181814424779669,0,0,8.29377104377104,40.7832776069386,"AKAP6;ANK2;LRRC55","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"57","positive regulation of phospholipase C activity (GO:0010863)","3/30",0.00731858517342867,0.181814424779669,0,0,8.29377104377104,40.7832776069386,"GNA15;ADRA1A;FGFR1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"58","phosphatidylglycerol biosynthetic process (GO:0006655)","2/10",0.00744473652328777,0.181814424779669,0,0,18.6084905660377,91.1862187392679,"PLA2G6;CDS2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"59","regulation of pH (GO:0006885)","2/10",0.00744473652328777,0.181814424779669,0,0,18.6084905660377,91.1862187392679,"SLC9A7;SLC26A4","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"60","actin filament capping (GO:0051693)","2/10",0.00744473652328777,0.181814424779669,0,0,18.6084905660377,91.1862187392679,"TWF1;ADD2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"61","negative regulation of stem cell differentiation (GO:2000737)","2/10",0.00744473652328777,0.181814424779669,0,0,18.6084905660377,91.1862187392679,"JAG1;HES5","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"62","negative regulation of embryonic development (GO:0045992)","2/10",0.00744473652328777,0.181814424779669,0,0,18.6084905660377,91.1862187392679,"FZD3;TBX2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"63","response to histamine (GO:0034776)","2/10",0.00744473652328777,0.181814424779669,0,0,18.6084905660377,91.1862187392679,"GABRB2;GABRB1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"64","forelimb morphogenesis (GO:0035136)","2/10",0.00744473652328777,0.181814424779669,0,0,18.6084905660377,91.1862187392679,"CACNA1C;TBX3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"65","cellular response to organic substance (GO:0071310)","6/133",0.00896677292533913,0.210408809673322,0,0,3.54891845415875,16.7304158237605,"SIGIRR;MAPK10;FLT3;DPYSL3;AKAP6;SIK2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"66","embryonic eye morphogenesis (GO:0048048)","2/11",0.00901944353686024,0.210408809673322,0,0,16.5400419287212,77.876680864355,"TBX2;FBN1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"67","regulation of synaptic transmission, GABAergic (GO:0032228)","2/11",0.00901944353686024,0.210408809673322,0,0,16.5400419287212,77.876680864355,"SYN3;ADRA1A","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"68","gene expression (GO:0010467)","12/411",0.00952588232570378,0.218955206986397,0,0,2.28028895768834,10.6118781583198,"RPS26;RPS27;RPL31;RPS18;SARNP;AGO2;RPS3;RPL35;RPS20;RPL28;RPS21;RPL19","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"69","embryonic limb morphogenesis (GO:0030326)","3/34",0.0103735706475315,0.234983926407127,0,0,7.22214076246334,32.9943066774128,"CACNA1C;TBX3;TBX2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"70","inorganic anion transmembrane transport (GO:0098661)","4/64",0.010546376819376,0.235485528124066,0,0,4.98681875792142,22.6998638806137,"GABRB2;GABRB1;SLC26A4;XPR1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"71","regulation of histone methylation (GO:0031060)","2/12",0.0107286582840084,0.236181590111341,0,0,14.8852830188679,67.5023288192118,"NSD1;PRDM10","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"72","regulation of heart rate by cardiac conduction (GO:0086091)","3/35",0.0112360205009157,0.236653039388165,0,0,6.99609375,31.4028801031062,"AKAP9;ANK2;CACNA1C","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"73","actin filament bundle organization (GO:0061572)","3/35",0.0112360205009157,0.236653039388165,0,0,6.99609375,31.4028801031062,"DPYSL3;RND2;ADD2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"74","regulation of blood circulation (GO:1903522)","3/36",0.0121386448015922,0.236653039388165,0,0,6.78374655647383,29.9255558778682,"CHRM2;ACE2;TBX2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"75","Wnt signaling pathway, calcium modulating pathway (GO:0007223)","3/36",0.0121386448015922,0.236653039388165,0,0,6.78374655647383,29.9255558778682,"FZD3;AGO2;TNRC6B","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"76","glutamate receptor signaling pathway (GO:0007215)","3/36",0.0121386448015922,0.236653039388165,0,0,6.78374655647383,29.9255558778682,"GRM2;GRIN2B;GRM1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"77","regulation of cardiac conduction (GO:1903779)","4/67",0.0123355872303868,0.236653039388165,0,0,4.74862695395015,20.8714829817534,"ACE2;NPR2;ATP2B3;ANK2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"78","positive regulation of cardiac muscle cell proliferation (GO:0060045)","2/13",0.0125685363818356,0.236653039388165,0,0,13.5313893653516,59.2209198576358,"ERBB4;TBX2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"79","atrial cardiac muscle cell action potential (GO:0086014)","2/13",0.0125685363818356,0.236653039388165,0,0,13.5313893653516,59.2209198576358,"ANK2;CACNA1C","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"80","Notch receptor processing, ligand-dependent (GO:0035333)","2/13",0.0125685363818356,0.236653039388165,0,0,13.5313893653516,59.2209198576358,"JAG1;PSEN1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"81","regulation of execution phase of apoptosis (GO:1900117)","2/13",0.0125685363818356,0.236653039388165,0,0,13.5313893653516,59.2209198576358,"FZD3;DLC1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"82","negative regulation of Ras protein signal transduction (GO:0046580)","3/37",0.013081726622751,0.236653039388165,0,0,6.58389037433155,28.5512969643557,"DLC1;RASAL2;ADRA1A","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"83","actin filament bundle assembly (GO:0051017)","3/37",0.013081726622751,0.236653039388165,0,0,6.58389037433155,28.5512969643557,"DPYSL3;RND2;ADD2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"84","positive regulation of cellular component organization (GO:0051130)","5/106",0.0138894609607707,0.236653039388165,0,0,3.70947018365959,15.8640126670854,"GPX1;CLSTN2;RPS3;BAX;FNIP2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"85","positive regulation of neuron death (GO:1901216)","3/38",0.014065514630208,0.236653039388165,0,0,6.39545454545455,27.2704052379183,"BAX;FOXO3;GRIN2B","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"86","membrane depolarization during action potential (GO:0086010)","3/38",0.014065514630208,0.236653039388165,0,0,6.39545454545455,27.2704052379183,"CACNA1C;SCN2A;CACNA1E","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"87","regulation of cellular pH (GO:0030641)","3/38",0.014065514630208,0.236653039388165,0,0,6.39545454545455,27.2704052379183,"SLC9A7;SLC4A2;SLC26A4","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"88","calcium-mediated signaling (GO:0019722)","4/70",0.014308191475996,0.236653039388165,0,0,4.5320889503399,19.2474331422016,"ANK2;KSR2;CACNA1C;PPP1R9A","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"89","regulation of Golgi organization (GO:1903358)","2/14",0.014535311440348,0.236653039388165,0,0,12.403144654088,52.4798671262437,"USP6NL;AKAP9","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"90","establishment or maintenance of actin cytoskeleton polarity (GO:0030950)","2/14",0.014535311440348,0.236653039388165,0,0,12.403144654088,52.4798671262437,"RND2;ARHGAP35","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"91","negative regulation of Rho protein signal transduction (GO:0035024)","2/14",0.014535311440348,0.236653039388165,0,0,12.403144654088,52.4798671262437,"DLC1;ADRA1A","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"92","regulation of calcineurin-NFAT signaling cascade (GO:0070884)","2/14",0.014535311440348,0.236653039388165,0,0,12.403144654088,52.4798671262437,"RCAN3;AKAP6","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"93","hydrogen peroxide catabolic process (GO:0042744)","2/14",0.014535311440348,0.236653039388165,0,0,12.403144654088,52.4798671262437,"GPX1;PRDX6","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"94","smooth muscle contraction (GO:0006939)","2/14",0.014535311440348,0.236653039388165,0,0,12.403144654088,52.4798671262437,"CHRNB2;ADRA1A","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"95","response to ethanol (GO:0045471)","2/14",0.014535311440348,0.236653039388165,0,0,12.403144654088,52.4798671262437,"CHRNB2;GRIN2B","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"96","regulation of ventricular cardiac muscle cell membrane repolarization (GO:0060307)","2/14",0.014535311440348,0.236653039388165,0,0,12.403144654088,52.4798671262437,"AKAP9;ANK2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"97","ion transport (GO:0006811)","9/289",0.0159782787661615,0.257464430015572,0,0,2.42354651162791,10.0250608702148,"CHRNB2;GABRB2;GABRB1;SLC24A4;SLC9A7;TSC22D3;ATP2B3;SLC4A2;SLC26A4","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"98","embryonic axis specification (GO:0000578)","2/15",0.0166252936896651,0.259853340369465,0,0,11.4484760522496,46.9024604548477,"CXXC4;TBX3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"99","G-protein coupled glutamate receptor signaling pathway (GO:0007216)","2/15",0.0166252936896651,0.259853340369465,0,0,11.4484760522496,46.9024604548477,"GRM2;GRM1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"100","positive regulation of potassium ion transport (GO:0043268)","2/15",0.0166252936896651,0.259853340369465,0,0,11.4484760522496,46.9024604548477,"AKAP6;ANK2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"101","regulation of actin cytoskeleton organization (GO:0032956)","4/75",0.0180186865013149,0.275129903047609,0,0,4.21185669147968,16.9162734410505,"DLC1;TWF1;RND2;ARHGAP35","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"102","Notch receptor processing (GO:0007220)","2/16",0.0188348686027474,0.275129903047609,0,0,10.6301886792453,42.2235921943116,"JAG1;PSEN1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"103","sialylation (GO:0097503)","2/16",0.0188348686027474,0.275129903047609,0,0,10.6301886792453,42.2235921943116,"ST6GAL2;ST8SIA3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"104","embryonic digit morphogenesis (GO:0042733)","2/16",0.0188348686027474,0.275129903047609,0,0,10.6301886792453,42.2235921943116,"TBX3;TBX2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"105","G-protein coupled acetylcholine receptor signaling pathway (GO:0007213)","2/16",0.0188348686027474,0.275129903047609,0,0,10.6301886792453,42.2235921943116,"CHRM2;GNA15","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"106","aorta morphogenesis (GO:0035909)","2/16",0.0188348686027474,0.275129903047609,0,0,10.6301886792453,42.2235921943116,"JAG1;TBX2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"107","regulation of membrane repolarization (GO:0060306)","2/16",0.0188348686027474,0.275129903047609,0,0,10.6301886792453,42.2235921943116,"AKAP9;AKAP6","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"108","eye development (GO:0001654)","3/43",0.0196014812569557,0.280266510824361,0,0,5.59460227272727,21.998816117036,"CACNA1C;HES5;FBN1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"109","response to hydrogen peroxide (GO:0042542)","3/43",0.0196014812569557,0.280266510824361,0,0,5.59460227272727,21.998816117036,"GPX1;DLC1;RPS3","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"110","nervous system development (GO:0007399)","12/455",0.0197244505378629,0.280266510824361,0,0,2.04913026158545,8.04467284817547,"CHRM2;DNM3;SERF1A;TRPC5;JAG1;MDK;ERBB4;IL1RAPL2;NAV1;ESS2;HES5;FGFR1","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"111","positive regulation of macroautophagy (GO:0016239)","3/44",0.0208329394010119,0.28268251782972,0,0,5.45787139689579,21.1286204715775,"EPM2A;SMCR8;PIP4K2C","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"112","regulation of intracellular pH (GO:0051453)","3/44",0.0208329394010119,0.28268251782972,0,0,5.45787139689579,21.1286204715775,"SLC9A7;SLC4A2;SLC26A4","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"113","positive regulation of calcium ion transmembrane transporter activity (GO:1901021)","2/17",0.021160495576505,0.28268251782972,0,0,9.92100628930818,38.2516228465489,"AKAP6;ANK2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"114","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)","2/17",0.021160495576505,0.28268251782972,0,0,9.92100628930818,38.2516228465489,"ANK2;CACNA1C","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"115","positive regulation of cation transmembrane transport (GO:1904064)","2/17",0.021160495576505,0.28268251782972,0,0,9.92100628930818,38.2516228465489,"AKAP6;ANK2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
"116","viral entry into host cell (GO:0046718)","2/17",0.021160495576505,0.28268251782972,0,0,9.92100628930818,38.2516228465489,"VAMP8;ACE2","HDAC5c_HDAC5s","GO_Biological_Process_2018"
