"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","cluster","db","Diagnosis"
"46","sulfur compound transport (GO:0072348)","2/19",0.0111698377787535,0.2433082055285,0,0,13.874649859944,62.3601436537876,"SLC5A6;SLC26A4","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"47","viral process (GO:0016032)","6/220",0.0114334055327611,0.243750475400566,0,0,3.35354456348302,14.9944217691756,"RPS28;RPS16;RPS7;RPS3;RPL15;EIF3F","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"48","ion transport (GO:0006811)","7/289",0.0119673327682966,0.249818071538191,0,0,2.976895966584,13.1744752081602,"GABRB2;GJA1;SLC9A4;GABRB1;SLC9A7;SLC26A4;GABRG3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"49","hydrogen peroxide metabolic process (GO:0042743)","2/20",0.0123422238445129,0.252385883514326,0,0,13.1031746031746,57.5849022387633,"MAOB;PRDX6","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"50","ribosome biogenesis (GO:0042254)","6/226",0.0129189185771449,0.258895128285984,0,0,3.26108647450111,14.1826688485184,"RPS28;RPS16;NWD2;RPS7;RPS3;RPL15","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"51","tRNA modification (GO:0006400)","3/58",0.0132272192900535,0.259875955463405,0,0,6.45890038105607,27.9378347648683,"YRDC;AARS2;TRMT1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"52","mitochondrial fission (GO:0000266)","2/21",0.0135659380581322,0.261405191043239,0,0,12.4129072681704,53.3778992087556,"DNM3;FIS1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"53","peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine (GO:0018231)","2/22",0.014840033818279,0.270318704818236,0,0,11.7916666666667,49.6479489064651,"ZDHHC21;ZDHHC15","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"54","peptidyl-L-cysteine S-palmitoylation (GO:0018230)","2/22",0.014840033818279,0.270318704818236,0,0,11.7916666666667,49.6479489064651,"ZDHHC21;ZDHHC15","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"55","phosphatidylinositol metabolic process (GO:0046488)","4/112",0.0153895334204898,0.270318704818236,0,0,4.40026773761713,18.3670152089777,"SMG1;PGAP1;PLA2G4E;SYNJ2","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"56","cellular response to ammonium ion (GO:0071242)","2/23",0.0161635767399616,0.270318704818236,0,0,11.2295918367347,46.3220092516954,"GABRB2;GABRB1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"57","vesicle coating (GO:0006901)","3/63",0.0165085062819127,0.270318704818236,0,0,5.91916167664671,24.2915262541601,"SAR1B;CNIH2;CNIH3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"58","COPII vesicle coating (GO:0048208)","3/63",0.0165085062819127,0.270318704818236,0,0,5.91916167664671,24.2915262541601,"SAR1B;CNIH2;CNIH3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"59","vesicle targeting, rough ER to cis-Golgi (GO:0048207)","3/63",0.0165085062819127,0.270318704818236,0,0,5.91916167664671,24.2915262541601,"SAR1B;CNIH2;CNIH3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"60","peptide biosynthetic process (GO:0043043)","5/174",0.0166288179877769,0.270318704818236,0,0,3.5253720638336,14.4421028839798,"RPS28;RPS16;RPS7;RPS3;RPL15","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"61","positive regulation of microtubule polymerization (GO:0031116)","2/24",0.0175356445241371,0.270318704818236,0,0,10.7186147186147,43.340929124321,"AKAP9;RPS3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"62","macromolecule modification (GO:0043412)","2/24",0.0175356445241371,0.270318704818236,0,0,10.7186147186147,43.340929124321,"ST6GAL2;PRDM10","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"63","positive regulation of microtubule polymerization or depolymerization (GO:0031112)","2/24",0.0175356445241371,0.270318704818236,0,0,10.7186147186147,43.340929124321,"AKAP9;RPS3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"64","actin nucleation (GO:0045010)","2/24",0.0175356445241371,0.270318704818236,0,0,10.7186147186147,43.340929124321,"ARPC1B;LMOD1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"65","regulation of AMPA receptor activity (GO:2000311)","2/24",0.0175356445241371,0.270318704818236,0,0,10.7186147186147,43.340929124321,"CNIH2;CNIH3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"66","inorganic cation import across plasma membrane (GO:0098659)","2/25",0.0189553268079993,0.287776325175989,0,0,10.2520703933747,40.6563309587883,"SLC9A4;SLC9A7","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"67","COPII-coated vesicle budding (GO:0090114)","3/68",0.0202055218200559,0.29655896370866,0,0,5.46245969599263,21.3134217158162,"SAR1B;CNIH2;CNIH3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"68","monovalent inorganic cation homeostasis (GO:0055067)","2/26",0.0204217250458059,0.29655896370866,0,0,9.82440476190476,38.2282914528611,"SLC9A7;SLC26A4","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"69","GPI anchor metabolic process (GO:0006505)","2/26",0.0204217250458059,0.29655896370866,0,0,9.82440476190476,38.2282914528611,"PIGB;PGAP1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"70","regulation of endocytosis (GO:0030100)","3/69",0.0209951041038724,0.300529918744001,0,0,5.37942297223734,20.7832177870195,"SYK;CBLL1;LDLR","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"71","leukocyte cell-cell adhesion (GO:0007159)","2/27",0.021933952359501,0.305247503669722,0,0,9.43095238095238,36.0235927757138,"SYK;FERMT3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"72","regulation of protein transport (GO:0051223)","2/27",0.021933952359501,0.305247503669722,0,0,9.43095238095238,36.0235927757138,"LCP1;STXBP5L","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"73","organelle fission (GO:0048285)","2/28",0.0234911334248624,0.322439940982358,0,0,9.06776556776557,34.0143876762153,"DNM3;FIS1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"74","protein palmitoylation (GO:0018345)","2/30",0.0267369124346028,0.345174513261672,0,0,8.41921768707483,30.4919664061399,"ZDHHC21;ZDHHC15","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"75","regulation of cell adhesion mediated by integrin (GO:0033628)","2/30",0.0267369124346028,0.345174513261672,0,0,8.41921768707483,30.4919664061399,"SYK;FERMT3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"76","positive regulation of cytoskeleton organization (GO:0051495)","3/77",0.027914839849901,0.345174513261672,0,0,4.79592167017317,17.1626701208142,"SEMA5A;TENM1;LMOD1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"77","rRNA metabolic process (GO:0016072)","5/200",0.0282671691748702,0.345174513261672,0,0,3.05128205128205,10.8810373195925,"RPS28;RPS16;RPS7;RPS3;RPL15","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"78","regulation of glutamate receptor signaling pathway (GO:1900449)","2/32",0.0301522854465116,0.345174513261672,0,0,7.85714285714286,27.5117429411323,"CNIH2;CNIH3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"79","GPI anchor biosynthetic process (GO:0006506)","2/32",0.0301522854465116,0.345174513261672,0,0,7.85714285714286,27.5117429411323,"PIGB;PGAP1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"80","regulation of intracellular protein transport (GO:0033157)","2/33",0.0319215003776021,0.345174513261672,0,0,7.60330261136713,26.1893895882277,"TENM1;LCP1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"81","regulation of neurotransmitter receptor activity (GO:0099601)","2/33",0.0319215003776021,0.345174513261672,0,0,7.60330261136713,26.1893895882277,"CNIH2;CNIH3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"82","establishment of protein localization to membrane (GO:0090150)","3/83",0.0338052407299685,0.345174513261672,0,0,4.43488023952096,15.0215577591163,"RFTN2;ZDHHC21;ZDHHC15","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"83","positive regulation of peptidyl-serine phosphorylation (GO:0033138)","3/83",0.0338052407299685,0.345174513261672,0,0,4.43488023952096,15.0215577591163,"TENM1;AKAP9;STK4","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"84","lipid phosphorylation (GO:0046834)","2/35",0.0355789432516113,0.345174513261672,0,0,7.14177489177489,23.824970307662,"SMG1;DGKI","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"85","regulation of microtubule polymerization (GO:0031113)","2/35",0.0355789432516113,0.345174513261672,0,0,7.14177489177489,23.824970307662,"AKAP9;RPS3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"86","carboxylic acid transmembrane transport (GO:1905039)","2/35",0.0355789432516113,0.345174513261672,0,0,7.14177489177489,23.824970307662,"SLC5A6;LRP2","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"87","regulation of peptidyl-serine phosphorylation (GO:0033135)","3/86",0.0369733212507268,0.345174513261672,0,0,4.27393405959166,14.0935483290077,"TENM1;AKAP9;STK4","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"88","protein acylation (GO:0043543)","2/36",0.0374655855608566,0.345174513261672,0,0,6.93137254901961,22.764932033541,"ZDHHC21;ZDHHC15","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"89","regulation of ubiquitin protein ligase activity (GO:1904666)","2/36",0.0374655855608566,0.345174513261672,0,0,6.93137254901961,22.764932033541,"RPS7;MAD2L1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"90","glutamate receptor signaling pathway (GO:0007215)","2/36",0.0374655855608566,0.345174513261672,0,0,6.93137254901961,22.764932033541,"GRM2;GRM8","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"91","nervous system development (GO:0007399)","8/455",0.0410058501924246,0.345174513261672,0,0,2.14135388184605,6.83957109804605,"SEMA5A;DNM3;RCAN1;TENM1;SERF1A;MDK;IL1RAPL2;SDK2","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"92","transmembrane transport (GO:0055085)","7/378",0.0430654115727911,0.345174513261672,0,0,2.25245977543697,7.08406509962541,"SLC5A6;GABRB2;GJA1;GABRB1;SLC41A2;UCP2;GABRG3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"93","ncRNA processing (GO:0034470)","5/227",0.0447906142316227,0.345174513261672,0,0,2.67649467649468,8.31254118107926,"RPS28;RPS16;RPS7;RPS3;RPL15","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"94","regulation of calcium-mediated signaling (GO:0050848)","2/41",0.0474472269255694,0.345174513261672,0,0,6.04120879120879,18.4144332353519,"RCAN1;RCAN3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"95","translation (GO:0006412)","5/232",0.0483708038059787,0.345174513261672,0,0,2.61687358163129,7.92614077096821,"RPS28;RPS16;RPS7;RPS3;RPL15","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"96","glycolipid biosynthetic process (GO:0009247)","2/42",0.0495480145398415,0.345174513261672,0,0,5.88988095238095,17.6979913774273,"PIGB;ST8SIA3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"97","cellular response to organonitrogen compound (GO:0071417)","3/97",0.0498342369152858,0.345174513261672,0,0,3.77169066123073,11.3115003544588,"GABRB2;GABRB1;AKAP9","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"98","mitochondrial respiratory chain complex assembly (GO:0033108)","3/97",0.0498342369152858,0.345174513261672,0,0,3.77169066123073,11.3115003544588,"AARS2;UQCC3;NDUFS6","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"99","adenylate cyclase-inhibiting G-protein coupled glutamate receptor signaling pathway (GO:0007196)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"GRM8","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"100","positive regulation of axon guidance (GO:1902669)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"SEMA5A","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"101","SCF complex assembly (GO:0010265)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"FBXL7","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"102","dopamine catabolic process (GO:0042420)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"MAOB","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"103","regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902253)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"RPS7","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"104","folic acid-containing compound biosynthetic process (GO:0009396)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"FPGS","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"105","regulation of superoxide metabolic process (GO:0090322)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"SYK","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"106","ventricular compact myocardium morphogenesis (GO:0003223)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"LRP2","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"107","positive regulation of amyloid-beta clearance (GO:1900223)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"LDLR","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"108","N-acetylneuraminate catabolic process (GO:0019262)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"AMDHD2","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"109","positive regulation of podosome assembly (GO:0071803)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"LCP1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"110","negative regulation of endoplasmic reticulum calcium ion concentration (GO:0032471)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"FIS1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"111","cellular nitrogen compound catabolic process (GO:0044270)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"TST","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"112","amino sugar catabolic process (GO:0046348)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"AMDHD2","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"113","rRNA transport (GO:0051029)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"TST","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"114","negative regulation of DNA repair (GO:0045738)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"RPS3","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"115","gap junction assembly (GO:0016264)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"GJA1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"116","sterol import (GO:0035376)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"LDLR","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"117","blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:0002043)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"SEMA5A","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"118","cholesterol import (GO:0070508)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"LDLR","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"119","acetyl-CoA biosynthetic process (GO:0006085)","1/6",0.049934327693311,0.345174513261672,0,0,23.4615384615385,70.3153236784096,"ACSS1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"120","regulation of protein kinase B signaling (GO:0051896)","4/163",0.0506078089356901,0.345174513261672,0,0,2.9811320754717,8.89465289194274,"SEMA5A;PHLPP2;MYDGF;VAV1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"121","negative regulation of protein metabolic process (GO:0051248)","2/43",0.0516819259877688,0.345174513261672,0,0,5.74593495934959,17.0231778465546,"LDLR;MAD2L1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"122","positive regulation of intracellular signal transduction (GO:1902533)","8/479",0.0525123105555698,0.345174513261672,0,0,2.02972399150743,5.98100321336549,"SEMA5A;FIS1;MYDGF;GJA1;LGALS1;RPS3;IKBKG;VAV1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
"123","positive regulation of transport (GO:0051050)","2/44",0.0538482538234975,0.345174513261672,0,0,5.60884353741497,16.3867148433908,"LDLR;CBLL1","All","GO_Biological_Process_2018","HDAC5c_eGFPc"
